generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.299999,44.120000,0.900272,0.054842,0.990148
500,26.520000,33.340000,0.715057,0.069449,0.876395
1000,41.160000,26.660000,0.580645,0.080700,0.773598
1500,28.840000,21.200000,0.435849,0.095832,0.674793
2000,38.520000,17.900000,0.315084,0.096646,0.616518
2500,42.680000,15.460000,0.206986,0.107956,0.561798
3000,42.799999,14.220000,0.132208,0.108385,0.538484
3500,42.900002,13.420000,0.071535,0.109717,0.516439
4000,44.880001,12.720000,0.037736,0.103294,0.507045
4500,47.020000,12.240000,0.026144,0.113176,0.494177
5000,40.000000,11.600000,0.017241,0.116084,0.473550
