generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,47.459999,49.000000,1.000000,0.054951,1.000000
500,46.619999,37.860000,0.797676,0.061572,0.929696
1000,40.919998,28.520000,0.633941,0.080294,0.793526
1500,35.000000,22.740000,0.490765,0.089363,0.700333
2000,42.680000,18.200000,0.380220,0.104714,0.598365
2500,33.720001,16.300000,0.257669,0.103976,0.579783
3000,42.080002,14.860000,0.174966,0.106756,0.556509
3500,42.380001,13.760000,0.095930,0.102465,0.533656
4000,38.240002,13.020000,0.058372,0.098031,0.502763
4500,30.299999,12.920000,0.043344,0.101287,0.519929
5000,38.040001,12.620000,0.019017,0.086274,0.516885
