generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.220001,29.500000,0.599322,0.072347,0.844245
500,44.040001,21.900000,0.458447,0.091039,0.685899
1000,39.840000,18.060000,0.307863,0.096666,0.620649
1500,41.119999,15.580000,0.205392,0.104124,0.577560
2000,38.540001,13.860000,0.147186,0.109910,0.522929
2500,41.439999,13.260000,0.096531,0.103361,0.507330
3000,45.840000,12.080000,0.069536,0.101321,0.480779
3500,42.340000,12.920000,0.034056,0.099971,0.520671
4000,40.160000,12.340000,0.016207,0.100755,0.498297
4500,41.799999,11.980000,0.010017,0.104329,0.488247
5000,38.619999,12.400000,0.009677,0.093987,0.512185
