generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.860001,29.120000,0.598901,0.073417,0.831366
500,35.540001,22.360000,0.468694,0.088667,0.706200
1000,33.200001,18.860000,0.328738,0.094433,0.646625
1500,46.000000,15.940000,0.243413,0.100582,0.562461
2000,33.959999,14.660000,0.155525,0.101326,0.555562
2500,44.220001,13.960000,0.083095,0.102701,0.542125
3000,37.959999,13.680000,0.046784,0.092569,0.545267
3500,39.459999,13.020000,0.030722,0.094423,0.530491
4000,43.580002,12.240000,0.019608,0.110999,0.487885
4500,41.200001,12.720000,0.006289,0.094132,0.521657
5000,40.939999,12.540000,0.003190,0.104814,0.504453
