generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.200001,49.000000,1.000000,0.054951,1.000000
500,32.340000,36.460000,0.774547,0.064030,0.911165
1000,44.000000,27.580000,0.625091,0.083956,0.774172
1500,41.560001,21.020000,0.468126,0.097348,0.656933
2000,36.900002,18.380000,0.326442,0.095524,0.626261
2500,41.740002,15.800000,0.220253,0.103818,0.580903
3000,45.060001,14.200000,0.154930,0.100082,0.540483
3500,42.820000,14.240000,0.112360,0.105640,0.552908
4000,41.240002,13.920000,0.066092,0.089410,0.548523
4500,39.840000,12.820000,0.034321,0.097472,0.513482
5000,41.860001,12.480000,0.022436,0.106544,0.500302
