generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.760000,39.300000,0.806107,0.057356,0.957429
500,30.080000,29.820000,0.642522,0.076993,0.823312
1000,42.380001,23.140000,0.487468,0.091230,0.715818
1500,37.799999,19.280000,0.375519,0.099398,0.635936
2000,32.820000,16.760000,0.276850,0.101023,0.596841
2500,33.680000,15.200000,0.176316,0.100238,0.568581
3000,33.180000,14.180000,0.126939,0.107073,0.537006
3500,40.139999,12.960000,0.080247,0.108371,0.496813
4000,38.380001,12.460000,0.044944,0.108372,0.500862
4500,39.259998,12.300000,0.029268,0.104664,0.491927
5000,44.340000,12.380000,0.019386,0.117568,0.502285
