generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.840000,33.740000,0.699467,0.064813,0.894449
500,41.860001,25.240000,0.556260,0.086426,0.741298
1000,34.820000,20.220000,0.399604,0.096909,0.665214
1500,39.660000,16.840000,0.280285,0.103137,0.601074
2000,37.220001,15.100000,0.203974,0.106891,0.561112
2500,42.119999,13.800000,0.130435,0.105156,0.526942
3000,41.759998,12.800000,0.093750,0.111552,0.491444
3500,39.360001,12.580000,0.057234,0.111233,0.498355
4000,41.500000,12.680000,0.031546,0.098568,0.504759
4500,36.080002,12.580000,0.009539,0.101816,0.513014
5000,36.639999,11.640000,0.006873,0.115906,0.470275
