generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.000000,4.980000,0.104418,0.235553,0.198325
500,44.139999,9.800000,0.040816,0.140281,0.391521
1000,37.900002,11.620000,0.024096,0.104593,0.464327
1500,39.700001,11.720000,0.020478,0.123791,0.474273
2000,38.080002,11.960000,0.016722,0.115501,0.484004
2500,45.520000,12.540000,0.012759,0.101856,0.509010
3000,39.020000,12.040000,0.009967,0.098841,0.482465
3500,38.680000,12.480000,0.006410,0.105118,0.503718
4000,41.360001,11.920000,0.003356,0.107504,0.488774
4500,45.980000,12.040000,0.000000,0.113872,0.482355
5000,41.259998,12.220000,0.000000,0.107851,0.498600
