generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.160000,39.100000,0.811253,0.058803,0.948180
500,29.420000,30.380000,0.650428,0.074930,0.835137
1000,38.900002,23.060000,0.513443,0.093124,0.698894
1500,33.060001,18.780000,0.372737,0.098887,0.632562
2000,32.380001,16.500000,0.256970,0.101357,0.586603
2500,42.320000,14.500000,0.190345,0.109897,0.540902
3000,40.220001,13.700000,0.131387,0.105096,0.523314
3500,38.279999,13.100000,0.082443,0.103116,0.514081
4000,39.360001,12.600000,0.041270,0.109607,0.506274
4500,37.540001,12.700000,0.028346,0.100879,0.501899
5000,36.419998,12.480000,0.019231,0.106502,0.509878
