generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.400002,9.640000,0.211618,0.154934,0.344884
500,42.820000,11.440000,0.097902,0.132597,0.429096
1000,41.139999,12.900000,0.062016,0.101512,0.509984
1500,46.939999,12.700000,0.040945,0.104643,0.508095
2000,36.660000,12.700000,0.025197,0.095298,0.509217
2500,33.720001,12.060000,0.013267,0.105795,0.486758
3000,37.160000,11.620000,0.006885,0.096106,0.473361
3500,41.160000,12.380000,0.000000,0.097263,0.501933
4000,39.119999,12.420000,0.000000,0.094526,0.498769
4500,41.000000,12.360000,0.000000,0.095570,0.520098
5000,45.200001,12.240000,0.000000,0.101330,0.491824
