generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.860001,28.980000,0.592133,0.072575,0.832000
500,36.180000,21.740000,0.459982,0.094180,0.685827
1000,38.419998,18.240000,0.335526,0.099571,0.625220
1500,45.279999,15.720000,0.201018,0.099591,0.575141
2000,38.160000,13.940000,0.146341,0.111516,0.520600
2500,41.919998,14.140000,0.093352,0.090628,0.553960
3000,43.400002,12.780000,0.071987,0.111154,0.507708
3500,43.439999,12.280000,0.029316,0.105851,0.495022
4000,44.020000,12.080000,0.019868,0.097574,0.498545
4500,35.380001,11.760000,0.013605,0.108064,0.488139
5000,38.540001,12.200000,0.009836,0.098056,0.493142
