generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.820000,29.140000,0.590254,0.072780,0.838740
500,39.619999,23.140000,0.490925,0.090716,0.709045
1000,38.540001,17.820000,0.341190,0.105516,0.605049
1500,37.660000,15.440000,0.235751,0.104787,0.559890
2000,46.540001,14.360000,0.169916,0.108582,0.538215
2500,43.540001,13.200000,0.118182,0.108114,0.508007
3000,44.279999,13.160000,0.075988,0.105786,0.504498
3500,43.680000,13.160000,0.045593,0.101055,0.521496
4000,36.860001,13.620000,0.032305,0.098480,0.549087
4500,40.020000,12.900000,0.024806,0.103473,0.516113
5000,37.480000,13.080000,0.009174,0.093789,0.529104
