generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.400002,9.680000,0.190083,0.154385,0.360890
500,43.180000,11.580000,0.086356,0.125902,0.443259
1000,44.360001,12.620000,0.047544,0.112751,0.500440
1500,46.639999,12.020000,0.039933,0.117089,0.479380
2000,39.240002,11.760000,0.013605,0.113768,0.482175
2500,40.040001,12.200000,0.006557,0.104227,0.494489
3000,40.560001,12.300000,0.006504,0.098706,0.494687
3500,38.840000,12.260000,0.003263,0.107203,0.491807
4000,43.799999,12.360000,0.003236,0.098599,0.501178
4500,35.099998,11.880000,0.000000,0.091884,0.478302
5000,40.320000,12.320000,0.000000,0.094255,0.506376
