generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,49.660000,49.000000,1.000000,0.054951,1.000000
500,32.020000,35.920000,0.771715,0.065884,0.900101
1000,39.959999,27.660000,0.620390,0.083928,0.778352
1500,42.660000,22.440000,0.481283,0.091960,0.694786
2000,34.500000,18.580000,0.340151,0.100617,0.628576
2500,31.820000,15.700000,0.221656,0.104648,0.560860
3000,43.779999,14.540000,0.151307,0.110059,0.544215
3500,34.820000,13.280000,0.093373,0.105734,0.517327
4000,40.580002,13.240000,0.057402,0.099311,0.519020
4500,42.599998,12.580000,0.041335,0.108285,0.508690
5000,41.919998,12.740000,0.028257,0.095548,0.511179
