generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.360001,24.200000,0.499174,0.085852,0.737545
500,36.000000,19.520000,0.370902,0.094811,0.643768
1000,35.320000,16.520000,0.254237,0.105583,0.586590
1500,38.980000,14.580000,0.183813,0.104758,0.533006
2000,40.099998,13.460000,0.118871,0.110674,0.507722
2500,37.779999,13.060000,0.052067,0.104226,0.512548
3000,38.240002,12.660000,0.028436,0.105377,0.513065
3500,39.439999,12.460000,0.012841,0.107655,0.509216
4000,38.180000,11.820000,0.006768,0.098568,0.477917
4500,41.020000,12.600000,0.003175,0.107288,0.515355
5000,40.139999,12.880000,0.000000,0.089866,0.525272
