generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.680000,34.780000,0.711903,0.061765,0.915335
500,38.380001,26.860000,0.597171,0.083008,0.773245
1000,35.439999,21.440000,0.449627,0.090573,0.676729
1500,44.500000,18.420000,0.327904,0.095037,0.626642
2000,33.040001,15.520000,0.239691,0.099408,0.567180
2500,32.259998,14.000000,0.162857,0.107134,0.524754
3000,41.639999,13.760000,0.090116,0.108058,0.530673
3500,34.200001,13.100000,0.054962,0.094494,0.521698
4000,41.580002,12.800000,0.018750,0.101227,0.504605
4500,39.040001,13.240000,0.012085,0.089392,0.528868
5000,41.880001,12.760000,0.006270,0.092712,0.520570
