generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.360001,39.560000,0.805865,0.056319,0.964156
500,29.500000,29.860000,0.638982,0.076278,0.827699
1000,37.200001,23.540000,0.502974,0.091441,0.717280
1500,29.520000,19.440000,0.366255,0.097186,0.649045
2000,34.480000,16.420000,0.228989,0.106555,0.590707
2500,41.200001,14.540000,0.178817,0.106406,0.542360
3000,38.439999,12.680000,0.100946,0.113400,0.501397
3500,40.520000,12.220000,0.052373,0.116255,0.484101
4000,42.099998,11.800000,0.047458,0.099112,0.474468
4500,43.820000,11.880000,0.033670,0.116717,0.476872
5000,40.180000,12.460000,0.016051,0.106304,0.503723
