generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.240000,49.000000,1.000000,0.054951,1.000000
500,33.880001,37.800000,0.803175,0.062707,0.923008
1000,38.720001,28.940000,0.641327,0.080738,0.801327
1500,28.059999,22.940000,0.517873,0.092133,0.695296
2000,35.299999,19.080000,0.371069,0.102438,0.632101
2500,37.700001,16.520000,0.283293,0.110063,0.575328
3000,39.340000,15.200000,0.192105,0.101642,0.556127
3500,44.799999,13.960000,0.117479,0.107217,0.541222
4000,44.000000,13.440000,0.077381,0.100364,0.526197
4500,39.160000,13.580000,0.064801,0.099202,0.529359
5000,39.619999,13.060000,0.049005,0.101033,0.516033
