generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.000000,43.840000,0.889599,0.054205,0.993418
500,38.740002,31.940000,0.683782,0.071896,0.857361
1000,43.560001,24.160000,0.514901,0.088687,0.729338
1500,34.220001,19.280000,0.408714,0.102763,0.627385
2000,37.720001,16.600000,0.277108,0.106620,0.577160
2500,33.320000,15.460000,0.183700,0.100802,0.566810
3000,36.259998,14.660000,0.147340,0.099971,0.556127
3500,41.840000,14.300000,0.100699,0.103257,0.559013
4000,41.619999,13.980000,0.080114,0.104192,0.548973
4500,37.799999,12.720000,0.037736,0.101050,0.507783
5000,45.099998,12.440000,0.032154,0.106988,0.489880
