generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.099998,15.460000,0.310479,0.115585,0.529062
500,36.619999,13.900000,0.195683,0.108706,0.518096
1000,39.919998,13.860000,0.109668,0.103410,0.531343
1500,45.560001,13.600000,0.070588,0.098294,0.542778
2000,40.000000,12.440000,0.041801,0.102727,0.498966
2500,40.299999,12.380000,0.029079,0.108649,0.489884
3000,41.099998,12.460000,0.016051,0.104555,0.506343
3500,43.459999,12.460000,0.006421,0.091654,0.514077
4000,42.939999,12.240000,0.003268,0.101215,0.495751
4500,42.540001,11.960000,0.003344,0.096266,0.491842
5000,37.880001,12.840000,0.000000,0.071507,0.527187
