generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.720001,9.920000,0.181452,0.162150,0.373624
500,37.799999,11.780000,0.108659,0.119925,0.449284
1000,36.639999,12.420000,0.064412,0.114009,0.487265
1500,39.320000,11.980000,0.046745,0.118642,0.478430
2000,44.439999,12.340000,0.025932,0.122963,0.506790
2500,42.020000,11.780000,0.010187,0.117636,0.481423
3000,41.200001,12.220000,0.006547,0.104416,0.501551
3500,37.040001,12.200000,0.003279,0.107404,0.504302
4000,37.900002,11.980000,0.003339,0.104703,0.480223
4500,41.480000,11.740000,0.003407,0.111193,0.470948
5000,40.919998,12.180000,0.003284,0.105631,0.490094
