generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.160000,49.000000,1.000000,0.054951,1.000000
500,39.599998,37.500000,0.794667,0.062665,0.922611
1000,40.139999,28.200000,0.619858,0.080274,0.798096
1500,33.520000,21.860000,0.484904,0.096327,0.675299
2000,40.919998,18.440000,0.353579,0.101154,0.618432
2500,30.900000,16.020000,0.232210,0.106374,0.573320
3000,38.020000,14.480000,0.135359,0.107183,0.546818
3500,44.660000,13.740000,0.078603,0.091850,0.539737
4000,37.139999,13.020000,0.058372,0.102384,0.521689
4500,39.639999,12.340000,0.042139,0.095462,0.492206
5000,38.680000,12.580000,0.022258,0.100992,0.509740
