generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.220001,9.020000,0.168514,0.167892,0.332380
500,37.160000,10.840000,0.073801,0.130608,0.423005
1000,39.279999,11.880000,0.040404,0.110384,0.471829
1500,41.520000,11.680000,0.030822,0.116781,0.463882
2000,40.279999,11.800000,0.010169,0.114730,0.477980
2500,38.320000,12.000000,0.010000,0.110563,0.479413
3000,44.040001,11.980000,0.000000,0.106266,0.498979
3500,37.480000,12.560000,0.000000,0.092454,0.520327
4000,36.680000,12.080000,0.000000,0.112890,0.494554
4500,36.480000,12.060000,0.000000,0.110758,0.486309
5000,42.520000,12.040000,0.000000,0.103136,0.504753
