generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.320000,4.620000,0.095238,0.239979,0.150794
500,42.220001,9.380000,0.021322,0.145010,0.380626
1000,38.599998,10.960000,0.014599,0.123763,0.447997
1500,41.099998,11.940000,0.010050,0.110884,0.478349
2000,38.299999,11.820000,0.003384,0.100734,0.480088
2500,44.619999,12.480000,0.003205,0.100373,0.500495
3000,38.580002,12.000000,0.003333,0.099957,0.478783
3500,40.400002,12.900000,0.000000,0.098596,0.528174
4000,35.680000,12.920000,0.000000,0.087253,0.525303
4500,39.020000,12.360000,0.000000,0.096712,0.506918
5000,39.880001,12.040000,0.000000,0.103714,0.496100
