generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.700001,49.000000,1.000000,0.054951,1.000000
500,30.900000,38.320000,0.812109,0.061925,0.929465
1000,33.820000,29.220000,0.642026,0.079594,0.808891
1500,35.220001,23.040000,0.510417,0.094628,0.701350
2000,33.119999,19.360000,0.365702,0.101315,0.645588
2500,40.439999,16.800000,0.261905,0.102753,0.590883
3000,34.720001,14.680000,0.174387,0.110162,0.542142
3500,37.560001,13.660000,0.096633,0.102249,0.524709
4000,43.240002,12.860000,0.065319,0.102263,0.500231
4500,33.900002,12.180000,0.036125,0.110215,0.483022
5000,38.639999,12.220000,0.022913,0.087954,0.498957
