generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.680000,30.100000,0.624585,0.072276,0.845038
500,41.680000,22.500000,0.485333,0.091816,0.701555
1000,44.939999,18.800000,0.365957,0.100371,0.626656
1500,44.480000,16.000000,0.252500,0.103214,0.567165
2000,43.160000,14.600000,0.161644,0.109670,0.543062
2500,42.700001,13.440000,0.092262,0.108667,0.519396
3000,42.020000,13.260000,0.060332,0.098678,0.523948
3500,41.759998,13.120000,0.030488,0.103174,0.521987
4000,40.080002,13.000000,0.015385,0.088164,0.528113
4500,34.139999,12.540000,0.012759,0.087166,0.514590
5000,37.439999,12.620000,0.009509,0.094631,0.516606
