generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.260000,44.200000,0.899548,0.054501,0.992717
500,30.900000,32.420000,0.706971,0.073010,0.854851
1000,35.939999,25.760000,0.545031,0.083739,0.766009
1500,36.619999,20.340000,0.401180,0.091855,0.659388
2000,37.160000,17.420000,0.293915,0.097772,0.604916
2500,41.240002,15.480000,0.193798,0.100811,0.567678
3000,38.080002,14.620000,0.136799,0.095423,0.556073
3500,40.880001,12.940000,0.083462,0.106427,0.507168
4000,42.040001,12.980000,0.058552,0.101941,0.504952
4500,42.020000,12.860000,0.049767,0.108380,0.504623
5000,43.240002,12.640000,0.031646,0.111146,0.516635
