generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.020000,30.020000,0.623584,0.071960,0.842070
500,30.480000,23.380000,0.502994,0.090291,0.708385
1000,30.400000,18.400000,0.373913,0.102749,0.606196
1500,35.900002,16.120000,0.275434,0.109473,0.561713
2000,42.779999,14.760000,0.184282,0.106768,0.543640
2500,36.400002,14.220000,0.123769,0.103116,0.542353
3000,35.400002,13.860000,0.077922,0.102650,0.542849
3500,39.900002,13.320000,0.060060,0.099062,0.518879
4000,37.180000,12.140000,0.032949,0.107186,0.483725
4500,44.060001,12.480000,0.016026,0.104440,0.504716
5000,38.480000,12.760000,0.009404,0.102784,0.510419
