generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.259998,49.000000,1.000000,0.054951,1.000000
500,32.619999,38.000000,0.790526,0.059957,0.937805
1000,42.080002,29.900000,0.648829,0.076292,0.823690
1500,32.200001,23.520000,0.496599,0.087791,0.722400
2000,39.560001,18.720000,0.358974,0.097189,0.626999
2500,33.139999,16.160000,0.277228,0.105117,0.567355
3000,36.639999,14.220000,0.160338,0.105107,0.531421
3500,45.619999,13.600000,0.094118,0.104947,0.524977
4000,45.700001,13.100000,0.064122,0.103835,0.512302
4500,32.939999,12.140000,0.046129,0.108060,0.484469
5000,46.520000,12.060000,0.016584,0.097870,0.487617
