generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.380001,4.840000,0.074380,0.248216,0.189784
500,43.419998,9.300000,0.030108,0.116312,0.404356
1000,43.740002,10.660000,0.015009,0.134509,0.428335
1500,45.299999,11.820000,0.010152,0.114416,0.480764
2000,41.419998,12.140000,0.006590,0.106078,0.494145
2500,38.020000,12.060000,0.003317,0.097183,0.493145
3000,47.060001,11.840000,0.000000,0.093970,0.479311
3500,42.720001,12.000000,0.000000,0.105118,0.486278
4000,43.939999,12.360000,0.000000,0.106748,0.510476
4500,41.799999,11.820000,0.000000,0.094358,0.481202
5000,45.580002,11.800000,0.000000,0.102883,0.480141
