generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.700001,19.880000,0.396378,0.096280,0.645387
500,37.799999,17.100000,0.299415,0.107291,0.590896
1000,40.639999,15.120000,0.201058,0.103683,0.555868
1500,44.660000,13.740000,0.131004,0.102582,0.516823
2000,33.200001,13.140000,0.079148,0.110801,0.518350
2500,46.639999,12.520000,0.038339,0.112798,0.498607
3000,43.160000,12.280000,0.016287,0.112223,0.501614
3500,38.799999,12.340000,0.009724,0.104937,0.497831
4000,42.240002,12.180000,0.006568,0.105887,0.485836
4500,43.119999,12.200000,0.006557,0.103678,0.498587
5000,37.439999,11.720000,0.003413,0.096479,0.486883
