generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.520000,49.000000,1.000000,0.054951,1.000000
500,32.560001,37.020000,0.794165,0.064553,0.909652
1000,33.759998,28.180000,0.644429,0.084306,0.776687
1500,38.380001,22.200000,0.482883,0.092562,0.686390
2000,32.259998,17.860000,0.338186,0.103113,0.607401
2500,42.540001,15.660000,0.209451,0.103253,0.566896
3000,44.560001,13.600000,0.138235,0.110590,0.522705
3500,38.799999,13.160000,0.091185,0.103034,0.519696
4000,43.380001,12.440000,0.051447,0.102984,0.495405
4500,39.959999,12.700000,0.022047,0.104200,0.518597
5000,41.639999,12.260000,0.009788,0.099924,0.495769
