generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.639999,28.680000,0.596932,0.075490,0.819153
500,47.160000,22.000000,0.447273,0.088297,0.695476
1000,39.599998,18.220000,0.327113,0.098773,0.622993
1500,33.560001,15.340000,0.232073,0.107755,0.557955
2000,38.700001,13.720000,0.145773,0.107507,0.522846
2500,36.060001,12.800000,0.103125,0.118636,0.511420
3000,39.639999,12.360000,0.058252,0.107915,0.487566
3500,45.840000,12.940000,0.024730,0.101148,0.518353
4000,40.540001,12.540000,0.022329,0.101234,0.503094
4500,40.759998,12.020000,0.013311,0.112745,0.485911
5000,35.320000,12.840000,0.009346,0.102762,0.514280
