generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.020000,24.120000,0.497512,0.087990,0.737409
500,36.820000,18.840000,0.348195,0.098686,0.632445
1000,43.540001,16.180000,0.242274,0.107151,0.580729
1500,40.560001,14.600000,0.175342,0.103446,0.541556
2000,40.980000,13.700000,0.105109,0.107302,0.536706
2500,33.480000,13.540000,0.067947,0.102781,0.540403
3000,38.380001,12.840000,0.037383,0.086047,0.522583
3500,38.980000,13.040000,0.012270,0.088201,0.536928
4000,38.520000,12.540000,0.006380,0.102810,0.510360
4500,41.200001,12.260000,0.006525,0.104069,0.496641
5000,39.000000,12.000000,0.003333,0.091879,0.490005
