generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.660000,24.100000,0.489627,0.086795,0.741704
500,40.900002,19.560000,0.366053,0.097408,0.652722
1000,34.200001,16.540000,0.249093,0.097895,0.587906
1500,42.939999,15.240000,0.207349,0.103752,0.556432
2000,44.400002,14.040000,0.153846,0.111523,0.528446
2500,47.340000,13.240000,0.099698,0.109708,0.515324
3000,37.540001,12.580000,0.050874,0.101421,0.498265
3500,39.439999,12.280000,0.032573,0.097687,0.485465
4000,38.599998,12.640000,0.018987,0.086253,0.516374
4500,36.480000,12.160000,0.013158,0.106840,0.490409
5000,39.459999,12.520000,0.009585,0.090036,0.513835
