generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.520000,39.160000,0.794688,0.056137,0.962820
500,36.299999,29.640000,0.649123,0.077325,0.816945
1000,36.400002,23.220000,0.499569,0.092271,0.709931
1500,34.060001,18.640000,0.369099,0.102335,0.619296
2000,42.779999,16.360000,0.261614,0.103767,0.580244
2500,31.480000,14.640000,0.158470,0.105676,0.549958
3000,31.660000,13.260000,0.099548,0.108990,0.511772
3500,39.919998,13.120000,0.060976,0.105705,0.530507
4000,35.560001,12.340000,0.025932,0.104789,0.498251
4500,34.500000,12.760000,0.018809,0.103270,0.516046
5000,39.139999,12.360000,0.016181,0.105488,0.506446
