generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.900002,10.040000,0.199203,0.152573,0.366492
500,43.439999,12.200000,0.104918,0.113277,0.473480
1000,35.720001,12.560000,0.073248,0.105554,0.493674
1500,43.299999,12.380000,0.045234,0.110694,0.489402
2000,37.779999,13.100000,0.024427,0.083955,0.526088
2500,41.779999,13.000000,0.012308,0.097350,0.520641
3000,45.759998,13.120000,0.006098,0.094013,0.527447
3500,41.500000,12.800000,0.003125,0.109113,0.523385
4000,45.139999,12.980000,0.003082,0.083235,0.528128
4500,44.160000,12.200000,0.003279,0.098265,0.489548
5000,34.060001,12.100000,0.003306,0.092230,0.488107
