generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.459999,4.700000,0.102128,0.254722,0.179816
500,40.279999,9.860000,0.020284,0.140875,0.394227
1000,41.959999,11.820000,0.010152,0.111115,0.469335
1500,42.639999,12.120000,0.003300,0.097194,0.491632
2000,43.220001,12.100000,0.000000,0.109710,0.492114
2500,39.599998,12.580000,0.000000,0.101969,0.509544
3000,40.000000,12.560000,0.000000,0.097726,0.514091
3500,37.880001,12.220000,0.000000,0.107910,0.491078
4000,41.880001,12.300000,0.000000,0.107940,0.496776
4500,44.900002,12.520000,0.000000,0.098767,0.510510
5000,40.119999,12.080000,0.000000,0.101714,0.493200
