generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.680000,10.000000,0.204000,0.157030,0.367712
500,37.279999,12.120000,0.095710,0.122664,0.472113
1000,43.200001,12.660000,0.069510,0.108472,0.495024
1500,40.200001,12.900000,0.052713,0.108737,0.512845
2000,46.099998,12.940000,0.037094,0.097613,0.526167
2500,40.279999,12.520000,0.019169,0.108855,0.508279
3000,41.680000,12.640000,0.009494,0.099510,0.519823
3500,43.759998,12.380000,0.009693,0.107611,0.495050
4000,41.799999,12.700000,0.006299,0.098111,0.505040
4500,39.459999,13.020000,0.006144,0.095688,0.523322
5000,37.220001,12.520000,0.000000,0.096449,0.507506
