generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.160000,9.840000,0.215447,0.155060,0.350020
500,35.000000,11.840000,0.087838,0.117648,0.454175
1000,37.020000,12.440000,0.061093,0.113139,0.490656
1500,42.400002,13.020000,0.039939,0.091708,0.517125
2000,38.759998,13.000000,0.027692,0.097192,0.516913
2500,45.080002,12.200000,0.016393,0.102337,0.496802
3000,44.139999,11.960000,0.006689,0.103608,0.478618
3500,43.139999,11.960000,0.003344,0.117413,0.494936
4000,39.560001,11.620000,0.000000,0.103919,0.471647
4500,42.919998,11.840000,0.000000,0.107078,0.480595
5000,44.840000,12.020000,0.000000,0.103811,0.483219
