generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.940001,34.220000,0.704851,0.063234,0.905298
500,39.619999,25.900000,0.571429,0.085269,0.753516
1000,40.340000,20.860000,0.427613,0.094492,0.667085
1500,44.580002,17.180000,0.316647,0.107456,0.586829
2000,40.540001,14.820000,0.205128,0.110839,0.542892
2500,43.439999,13.780000,0.142235,0.107039,0.520844
3000,41.340000,13.820000,0.101302,0.104699,0.538452
3500,43.639999,13.680000,0.087719,0.094515,0.530612
4000,34.220001,13.480000,0.059347,0.097223,0.533003
4500,39.720001,13.160000,0.042553,0.098368,0.528891
5000,38.880001,12.820000,0.028081,0.107648,0.510421
