generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.160000,29.160000,0.576132,0.069948,0.846296
500,35.799999,22.300000,0.443049,0.089713,0.706620
1000,45.160000,18.580000,0.325081,0.097870,0.629811
1500,36.400002,15.500000,0.219355,0.105704,0.568377
2000,38.080002,14.140000,0.141443,0.105985,0.528848
2500,39.919998,13.540000,0.094535,0.106960,0.538981
3000,39.500000,13.060000,0.055130,0.105925,0.518624
3500,41.160000,12.360000,0.029126,0.095279,0.503418
4000,42.500000,12.260000,0.019576,0.106482,0.488737
4500,37.099998,12.580000,0.012719,0.098553,0.512291
5000,41.919998,12.340000,0.006483,0.100455,0.487719
