generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,47.740002,49.000000,1.000000,0.054951,1.000000
500,28.180000,37.420000,0.798503,0.063539,0.916837
1000,34.939999,28.820000,0.630118,0.079596,0.806861
1500,40.720001,22.760000,0.481547,0.093420,0.706112
2000,37.720001,19.180000,0.367049,0.096687,0.641672
2500,41.820000,16.280000,0.240786,0.107232,0.585963
3000,39.520000,14.700000,0.193197,0.105318,0.549770
3500,44.180000,13.680000,0.114035,0.102042,0.529033
4000,41.279999,13.420000,0.062593,0.089609,0.534741
4500,34.619999,13.180000,0.048558,0.105023,0.512395
5000,29.760000,13.080000,0.027523,0.096542,0.528968
