generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.400002,4.940000,0.080972,0.233826,0.188525
500,39.860001,9.300000,0.025806,0.135250,0.383850
1000,43.360001,11.720000,0.013652,0.122181,0.471928
1500,44.040001,12.480000,0.012821,0.102172,0.501303
2000,43.060001,12.660000,0.012638,0.103680,0.516748
2500,42.759998,12.580000,0.009539,0.097385,0.504368
3000,42.160000,12.560000,0.003185,0.082293,0.515740
3500,38.799999,12.300000,0.003252,0.103633,0.487123
4000,43.799999,12.380000,0.003231,0.101587,0.498323
4500,41.520000,12.200000,0.003279,0.109323,0.494692
5000,40.599998,11.820000,0.003384,0.117955,0.486183
