generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.980000,30.240000,0.608466,0.069199,0.857509
500,32.459999,22.760000,0.478032,0.088977,0.704674
1000,43.740002,18.700000,0.359358,0.100799,0.625598
1500,34.259998,16.060000,0.251557,0.107381,0.571147
2000,41.799999,15.020000,0.175766,0.100229,0.557040
2500,33.000000,14.180000,0.110014,0.099833,0.548193
3000,39.880001,13.360000,0.056886,0.101996,0.543426
3500,32.439999,12.880000,0.037267,0.097666,0.511089
4000,41.520000,12.280000,0.022801,0.100318,0.499828
4500,43.340000,12.380000,0.016155,0.089579,0.506284
5000,42.560001,12.380000,0.009693,0.098003,0.509294
