generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.900002,24.640000,0.482143,0.080594,0.762418
500,42.000000,19.900000,0.371859,0.093026,0.663920
1000,41.360001,17.120000,0.280374,0.098301,0.601326
1500,40.160000,15.460000,0.173351,0.100849,0.579612
2000,42.779999,14.340000,0.100418,0.097229,0.553533
2500,46.599998,13.160000,0.051672,0.110835,0.525313
3000,42.299999,12.240000,0.039216,0.115035,0.498088
3500,40.660000,12.200000,0.016393,0.113488,0.489616
4000,41.060001,12.780000,0.009390,0.089184,0.511013
4500,44.279999,12.220000,0.003273,0.084813,0.500443
5000,43.799999,11.920000,0.000000,0.093131,0.487702
