generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.780001,35.340000,0.713073,0.059330,0.928284
500,34.060001,27.320000,0.588580,0.079862,0.787302
1000,41.520000,21.620000,0.438483,0.089845,0.688984
1500,35.160000,17.660000,0.328426,0.110327,0.606346
2000,33.540001,15.960000,0.228070,0.102228,0.579820
2500,36.980000,14.220000,0.137834,0.108264,0.539888
3000,39.680000,13.140000,0.088280,0.102315,0.516655
3500,37.119999,12.180000,0.055829,0.109131,0.482484
4000,43.840000,12.380000,0.032310,0.113121,0.498859
4500,42.180000,12.020000,0.009983,0.109867,0.488536
5000,38.259998,12.000000,0.003333,0.060419,0.492531
