generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.900002,19.100000,0.416754,0.103718,0.612513
500,44.840000,16.800000,0.283333,0.105810,0.582204
1000,38.599998,14.940000,0.163320,0.105366,0.557604
1500,42.599998,13.440000,0.113095,0.106442,0.515377
2000,46.080002,12.600000,0.069841,0.111576,0.496650
2500,46.840000,12.280000,0.026059,0.109899,0.493179
3000,40.240002,12.120000,0.013201,0.095746,0.500946
3500,40.099998,12.220000,0.003273,0.108592,0.490732
4000,36.759998,12.740000,0.003140,0.094481,0.509391
4500,42.139999,12.480000,0.003205,0.104539,0.507305
5000,37.459999,11.980000,0.003339,0.107415,0.492776
