generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.660000,19.900000,0.371859,0.094256,0.665463
500,41.779999,16.160000,0.250000,0.108906,0.572826
1000,43.639999,15.020000,0.151798,0.100303,0.567422
1500,41.759998,13.780000,0.098694,0.102549,0.524091
2000,40.540001,13.140000,0.057839,0.107847,0.517858
2500,41.520000,12.900000,0.034109,0.104532,0.515610
3000,38.619999,12.680000,0.022082,0.111591,0.509049
3500,37.720001,12.260000,0.009788,0.103105,0.491116
4000,45.840000,12.560000,0.003185,0.095870,0.509728
4500,43.759998,12.000000,0.003333,0.099076,0.500708
5000,39.240002,11.620000,0.003442,0.109679,0.480664
