generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.580000,4.720000,0.093220,0.252181,0.207051
500,37.320000,10.180000,0.031434,0.131162,0.409769
1000,34.599998,11.120000,0.017986,0.111794,0.444874
1500,38.580002,11.100000,0.014414,0.109426,0.457991
2000,38.720001,12.500000,0.006400,0.099898,0.502440
2500,42.799999,12.220000,0.003273,0.118831,0.496505
3000,35.299999,12.020000,0.003328,0.097437,0.487505
3500,38.160000,12.900000,0.003101,0.101678,0.518022
4000,41.439999,12.640000,0.000000,0.096048,0.512317
4500,39.740002,12.120000,0.000000,0.095210,0.494223
5000,42.000000,12.220000,0.000000,0.106103,0.497131
