generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.620001,39.740000,0.813286,0.056777,0.962098
500,42.840000,29.780000,0.643385,0.076114,0.822376
1000,39.500000,23.980000,0.492077,0.086415,0.737694
1500,42.000000,19.800000,0.363636,0.097364,0.660892
2000,40.880001,16.200000,0.254321,0.102627,0.573080
2500,38.000000,15.100000,0.177483,0.103767,0.560698
3000,37.720001,13.540000,0.115214,0.104637,0.517779
3500,43.980000,12.980000,0.067797,0.108481,0.508842
4000,40.799999,12.480000,0.044872,0.104376,0.506870
4500,38.400002,12.820000,0.031201,0.098219,0.508917
5000,31.440001,12.780000,0.025039,0.111377,0.520929
