generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.959999,32.960000,0.666262,0.063424,0.897909
500,38.959999,25.220000,0.531324,0.082882,0.755205
1000,35.840000,21.020000,0.426261,0.094066,0.678856
1500,40.840000,17.440000,0.318807,0.098706,0.596640
2000,38.119999,14.720000,0.206522,0.102195,0.535727
2500,39.680000,13.960000,0.117479,0.108627,0.543140
3000,37.000000,12.680000,0.066246,0.106010,0.504739
3500,34.439999,12.400000,0.048387,0.095273,0.499065
4000,44.759998,12.060000,0.029851,0.102966,0.488862
4500,41.160000,11.880000,0.020202,0.119210,0.482329
5000,38.020000,12.040000,0.016611,0.103358,0.490457
