generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.560001,9.560000,0.146444,0.153941,0.365415
500,41.880001,12.040000,0.069767,0.104581,0.467744
1000,32.660000,12.260000,0.039152,0.103967,0.486452
1500,40.919998,12.640000,0.022152,0.106476,0.510513
2000,37.099998,12.860000,0.015552,0.101687,0.527002
2500,38.919998,12.700000,0.012598,0.091938,0.514011
3000,38.180000,12.280000,0.009772,0.108732,0.503283
3500,33.680000,12.340000,0.006483,0.103755,0.495002
4000,42.840000,11.800000,0.003390,0.110737,0.480808
4500,43.000000,12.040000,0.003322,0.105991,0.501932
5000,35.040001,12.280000,0.000000,0.101018,0.492537
