generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.799999,4.720000,0.059322,0.254210,0.200295
500,45.320000,8.760000,0.022831,0.157808,0.363649
1000,39.480000,11.580000,0.013817,0.101728,0.475430
1500,36.820000,12.620000,0.009509,0.107222,0.512907
2000,37.919998,11.940000,0.006700,0.096639,0.485300
2500,41.740002,11.780000,0.006791,0.095373,0.466019
3000,39.340000,12.060000,0.003317,0.102469,0.491163
3500,44.160000,11.780000,0.000000,0.107699,0.471067
4000,34.360001,12.720000,0.000000,0.089373,0.523295
4500,39.660000,12.900000,0.000000,0.098011,0.520872
5000,37.240002,12.420000,0.000000,0.099542,0.503935
