generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.380001,9.640000,0.228216,0.161527,0.350677
500,47.599998,11.680000,0.092466,0.118530,0.446461
1000,35.900002,12.620000,0.069731,0.108548,0.500240
1500,39.759998,12.580000,0.028617,0.103016,0.507524
2000,40.880001,12.680000,0.015773,0.095552,0.501813
2500,44.099998,12.960000,0.009259,0.078288,0.533712
3000,38.540001,12.200000,0.003279,0.092628,0.497055
3500,35.860001,11.980000,0.003339,0.102105,0.489540
4000,42.580002,12.820000,0.003120,0.078082,0.522251
4500,41.279999,12.180000,0.000000,0.104350,0.490584
5000,37.580002,12.480000,0.000000,0.102531,0.505979
