generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.700001,4.700000,0.076596,0.237456,0.166074
500,34.919998,9.580000,0.025052,0.142060,0.383417
1000,32.000000,11.380000,0.021090,0.125443,0.450946
1500,49.480000,12.340000,0.012966,0.087254,0.502428
2000,39.360001,12.440000,0.006431,0.094261,0.510287
2500,38.480000,12.280000,0.006515,0.107676,0.498013
3000,42.240002,12.360000,0.000000,0.092567,0.508414
3500,43.540001,12.000000,0.000000,0.095012,0.500529
4000,33.419998,11.760000,0.000000,0.095779,0.485974
4500,40.540001,12.400000,0.000000,0.103035,0.499633
5000,36.320000,12.080000,0.000000,0.109983,0.495025
