generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.360001,34.600000,0.714451,0.063081,0.908812
500,41.779999,26.160000,0.577982,0.084138,0.761997
1000,37.160000,21.880000,0.414991,0.091609,0.709292
1500,40.500000,17.320000,0.297921,0.107874,0.608424
2000,37.939999,14.660000,0.204638,0.110952,0.534084
2500,37.139999,13.780000,0.139332,0.108891,0.528458
3000,38.459999,13.160000,0.094225,0.109239,0.503202
3500,38.900002,12.820000,0.046802,0.100472,0.502612
4000,46.380001,12.780000,0.018779,0.093763,0.516635
4500,44.520000,12.260000,0.013051,0.106200,0.492801
5000,40.160000,12.400000,0.012903,0.106325,0.501316
