generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.639999,43.840000,0.892336,0.054584,0.991030
500,32.000000,33.120000,0.723430,0.071919,0.862712
1000,38.520000,24.840000,0.536232,0.086591,0.739444
1500,34.900002,20.560000,0.389105,0.090479,0.675659
2000,37.980000,16.700000,0.280240,0.102956,0.588040
2500,38.660000,15.020000,0.207723,0.111217,0.544759
3000,42.660000,14.160000,0.121469,0.101896,0.533892
3500,38.360001,12.440000,0.077170,0.110717,0.479638
4000,39.259998,12.460000,0.051364,0.116656,0.501908
4500,38.680000,11.880000,0.026936,0.116925,0.477813
5000,40.439999,12.100000,0.016529,0.101785,0.490466
