generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.680000,15.000000,0.320000,0.118483,0.508749
500,39.240002,14.460000,0.210235,0.110502,0.529755
1000,40.680000,13.880000,0.138329,0.099778,0.522836
1500,46.759998,13.100000,0.091603,0.104710,0.502987
2000,40.160000,12.560000,0.047771,0.114258,0.502074
2500,35.919998,12.560000,0.025478,0.106554,0.506504
3000,41.000000,12.620000,0.019017,0.091169,0.508770
3500,37.540001,12.440000,0.019293,0.099716,0.503585
4000,38.480000,12.100000,0.013223,0.103975,0.492191
4500,43.959999,12.460000,0.012841,0.098801,0.510262
5000,39.700001,12.260000,0.006525,0.092630,0.510920
