generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.260000,38.800000,0.797938,0.057934,0.952199
500,35.060001,29.580000,0.646383,0.078010,0.816452
1000,37.360001,23.360000,0.488014,0.087177,0.721704
1500,37.740002,18.660000,0.379421,0.103385,0.615140
2000,46.840000,16.940000,0.269185,0.097980,0.593311
2500,41.299999,14.660000,0.182810,0.109660,0.536829
3000,42.560001,14.540000,0.121045,0.104463,0.559620
3500,36.240002,12.960000,0.074074,0.101872,0.508612
4000,42.680000,13.180000,0.051593,0.099332,0.528823
4500,35.200001,12.060000,0.026534,0.116049,0.482761
5000,40.000000,12.340000,0.019449,0.100943,0.504372
