generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.040001,15.120000,0.333333,0.118729,0.515529
500,39.599998,14.480000,0.201657,0.114013,0.533655
1000,32.660000,13.580000,0.132548,0.117878,0.516080
1500,38.840000,13.260000,0.087481,0.109019,0.515045
2000,41.320000,12.780000,0.056338,0.109516,0.510579
2500,37.020000,13.300000,0.039098,0.102481,0.534769
3000,36.639999,12.500000,0.032000,0.106282,0.498582
3500,35.820000,12.460000,0.012841,0.104516,0.494835
4000,42.279999,12.460000,0.003210,0.092563,0.514089
4500,38.400002,12.540000,0.003190,0.087999,0.520677
5000,42.720001,11.960000,0.003344,0.100992,0.493482
