generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.100000,49.000000,1.000000,0.054951,1.000000
500,47.320000,37.420000,0.797435,0.063374,0.918755
1000,30.379999,28.600000,0.630769,0.079663,0.799973
1500,41.320000,22.760000,0.467487,0.089860,0.716463
2000,41.000000,18.920000,0.355180,0.096967,0.640649
2500,34.759998,16.260000,0.246002,0.105293,0.583363
3000,36.360001,14.640000,0.177596,0.113059,0.548067
3500,38.400002,13.240000,0.108761,0.108387,0.505150
4000,37.160000,13.640000,0.055718,0.106654,0.546435
4500,38.779999,13.260000,0.033183,0.098220,0.530903
5000,39.400002,12.780000,0.021909,0.110559,0.518732
