generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.240002,29.220000,0.598220,0.073507,0.835412
500,31.940001,22.400000,0.476786,0.092109,0.695209
1000,35.720001,18.860000,0.326617,0.097468,0.641218
1500,33.480000,16.140000,0.242875,0.101072,0.579305
2000,41.160000,14.440000,0.157895,0.103423,0.545250
2500,36.560001,13.540000,0.100443,0.092496,0.521586
3000,41.020000,13.200000,0.054545,0.105284,0.519963
3500,43.860001,13.100000,0.024427,0.091406,0.526646
4000,38.639999,12.760000,0.018809,0.103847,0.513846
4500,38.520000,11.440000,0.003497,0.089676,0.463455
5000,45.139999,11.920000,0.003356,0.112868,0.487854
