generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.220001,49.000000,1.000000,0.054951,1.000000
500,38.340000,36.280000,0.783903,0.066172,0.899710
1000,29.440001,28.540000,0.636300,0.083125,0.793036
1500,35.240002,22.980000,0.497824,0.091960,0.703139
2000,37.799999,18.900000,0.393651,0.105010,0.610869
2500,38.820000,15.760000,0.279188,0.109631,0.549771
3000,31.480000,14.440000,0.188366,0.109663,0.531338
3500,41.020000,13.360000,0.128743,0.113072,0.507719
4000,44.119999,13.040000,0.070552,0.110226,0.505902
4500,40.119999,12.660000,0.044234,0.100526,0.501796
5000,38.799999,12.400000,0.025806,0.110982,0.488683
